,,dávka,produkt,vozík,adresa,vlna,poradi
,,17668968,133103361-3L318,1195496,VDDDD10223,1454105,21190
,,17668777,2960897,1195473,G001102010,1454105,45108
,,17668777,LNN20VE0004CKS,1195473,VBBBB02033,1454105,45108
,,17668777,29770598,1195473,G001502002,1454105,45108
,,17668973,95SG5551,1195496,VDDDD04241,1454105,16797
,,17668939,1319929-MKGP3-CZ,1195494,VBBBB02032,1454105,45566
,,17668930,205021093,1195493,VDDDD10250,1454105,48247
,,17668930,51722222,1195493,VCCCC00012,1454105,48247
,,17669020,517222134,1195500,VDDDD11218,1454105,48247
,,17668791,18710166620,1195465,G000900014,1454105,30666
,,17668791,201713000837,1195465,VDDDD10264,1454105,30666
,,17668791,2017576814,1195465,VDDDD08175,1454105,30666
,,17668791,20734123575,1195465,G002600005,1454105,30666
,,17668791,2201040488,1195465,VBBBB01029,1454105,30666
,,17668791,29491002,1195465,VBBBB03052,1454105,30666
,,17668791,29493074,1195465,VCCCC01034,1454105,30666
,,17668791,29493162,1195465,G000101013,1454105,30666
,,17668791,29493183,1195465,G000503010,1454105,30666
,,17668791,29493375,1195465,G003003014,1454105,30666
,,17668791,29602239,1195465,G000000235,1454105,30666
,,17668791,29602278,1195465,G002103025,1454105,30666
,,17668791,29602301,1195465,G000402008,1454105,30666
,,17668791,EC13T03V64A,1195465,VDDDD08280,1454105,30666
,,17668791,EC13T16264012,1195465,G001203002,1454105,30666
,,17668929,229010594990,1195493,G000505004,1454105,48247
,,17668931,204400040,1195493,VDDDD04245,1454105,48247
,,17668931,2100808785,1195493,G001300023,1454105,48247
,,17668931,2191060662,1195493,G000003011,1454105,48247
,,17668791,22317001,1195465,VDDDD06186,1454105,30666
,,17668791,29493143,1195465,G002500022,1454105,30666
,,17668791,29493223,1195465,G002002024,1454105,30666
,,17668791,29493254,1195465,G002800012,1454105,30666
,,17668791,29602328,1195465,G000802016,1454105,30666
,,17668791,2072392756362480,1195465,G003402022,1454105,30666
,,17668791,2201040488,1195465,VBBBB01029,1454105,30666
,,17668791,29491002,1195465,VBBBB03052,1454105,30666
,,17668791,29493129,1195465,G000702028,1454105,30666
,,17668791,29493142,1195465,G000701013,1454105,30666
,,17668791,29493341,1195465,G000502025,1454105,30666
,,17668791,29602251,1195465,G000001225,1454105,30666
,,17668791,526200459536,1195465,G002000001,1454105,30666
,,17668791,EC13T03V64A,1195465,VDDDD08280,1454105,30666
,,17668791,29602419,1195465,G001803005,1454105,30666
,,17668932,517216625,1195493,G002804015,1454105,48247
,,17668791,20350033,1195465,VDDDD07185,1454105,30666
,,17668791,20350210,1195465,VDDDD07182,1454105,30666
,,17668791,204A000001057890,1195465,G001201014,1454105,30666
,,17668791,204A032,1195465,VDDDD07188,1454105,30666
,,17668791,204A033,1195465,VDDDD08187,1454105,30666
,,17668791,205011013,1195465,VDDDD07177,1454105,30666
,,17668791,205A00000166,1195465,VDDDD10270,1454105,30666
,,17668933,LNZGX40Q17229,1195493,VCCCC00001,1454105,48247
,,17668981,20500240867,1195497,VDDDD07187,1454105,48247
,,17668981,2050024156,1195497,VDDDD07175,1454105,48247
,,17668791,34313376,1195465,G003101022,1454105,30666
,,17668791,34313378,1195465,G003000028,1454105,30666
,,17668791,44301375,1195465,G003402029,1454105,30666
,,17668791,95BR658,1195465,G000401003,1454105,30666
,,17668791,2055159658134,1195465,G000804026,1454105,30666
,,17668791,205A0000010795,1195465,VDDDD04220,1454105,30666
,,17668983,133103311-MLK13SK,1195497,VDDDD06180,1454105,45566
,,17668994,LNZGX40Q17232,1195498,VBBBB02053,1454105,44646
,,17668936,EC13S210057,1195494,G001601001,1454105,44646
,,17668995,34323382,1195498,VBBBB02050,1454105,43110
,,17668777,220105206,1195473,G001500005,1454105,45108
,,17668942,95XIW409,1195494,VDDDD08185,1454105,44646
,,17668942,2191099987825,1195494,G000306139,1454105,44646
,,17668944,205A0000011011,1195495,VDDDD07186,1454105,4814
,,17668944,95ALPB5,1195495,G002002003,1454105,4814
,,17668950,54351045,1195495,G001100016,1454105,5912
,,17669003,D-D-3000U-503,1195467,VBBBB00050,1454105,38180
,,17668954,185193012,1195495,G003100004,1454105,7929
,,17668951,20409009006303,1195495,G000304103,1454105,7929
,,17668953,98975199007,1195495,G000404009,1454105,7929
,,17668953,219986099985,1195495,G000503017,1454105,7929
,,17669011,20500220173,1195499,VDDDD04189,1454105,7929
,,17669028,HP-737W7EA,1195501,VBBBB05040,1454105,12829
,,17668952,95895251133,1195495,G000401001,1454105,7929
,,17668955,29493070,1195475,G001301029,1454105,3971
,,17668955,231000003684,1195475,G003400028,1454105,3971
